x,y,z,r,g,b
91,108,0.7545866,25,55,161
92,108,0.7360139,24,55,157
93,108,0.71641546,22,52,155
94,108,0.6959916,21,51,154
95,108,0.67522377,19,50,151
96,108,0.6545146,23,49,151
97,108,0.6343945,23,49,149
98,108,0.6144533,23,49,149
99,108,0.5924711,23,50,144
100,108,0.56630945,23,50,144
101,108,0.53377956,23,50,142
102,108,0.49600062,25,49,144
103,108,0.45825738,25,48,141
104,108,0.4276416,18,38,133
105,108,0.40604615,21,37,127
106,108,0.39032882,38,49,127
107,108,0.36743087,41,50,115
108,108,0.29302546,42,47,91
60,109,0.28366753,152,171,200
61,109,0.33295396,79,103,154
62,109,0.34701413,16,42,115
63,109,0.37110174,6,36,125
64,109,0.39602622,0,36,135
65,109,0.42026475,13,45,149
66,109,0.44985142,26,58,163
67,109,0.48457327,32,63,167
68,109,0.51811874,29,59,170
69,109,0.54777086,25,56,167
70,109,0.574187,25,57,170
71,109,0.59758514,29,60,173
72,109,0.6186911,25,62,173
73,109,0.63834727,24,60,172
74,109,0.6573356,23,59,169
75,109,0.6757502,22,59,166
76,109,0.69350964,21,60,166
77,109,0.7107458,21,60,162
78,109,0.72748655,21,60,162
79,109,0.7432669,22,62,163
80,109,0.75761896,22,59,163
81,109,0.7699568,23,60,167
82,109,0.78022045,23,60,167
83,109,0.7900732,24,62,168
84,109,0.7992647,26,59,167
85,109,0.8044508,25,58,166
86,109,0.80410975,23,56,161
87,109,0.8004588,22,55,161
88,109,0.7927375,25,57,162
89,109,0.7801612,25,57,162
90,109,0.7637946,26,56,161
91,109,0.7453886,26,56,161
92,109,0.7257278,25,56,159
93,109,0.70505786,24,55,157
94,109,0.6835406,23,54,156
95,109,0.662461,22,52,155
96,109,0.642747,23,49,149
97,109,0.62330824,23,49,149
98,109,0.6024855,23,50,147
99,109,0.5782455,22,49,146
100,109,0.5495209,22,49,143
101,109,0.5153943,21,48,140
102,109,0.4775227,23,47,142
103,109,0.44086343,23,45,140
104,109,0.41227666,17,33,130
105,109,0.3926991,28,43,130
106,109,0.37791538,39,50,128
107,109,0.35319403,41,50,114
108,109,0.26589334,49,54,92
60,110,0.22815566,121,137,157
61,110,0.316705,124,145,190
62,110,0.33725673,47,73,139
63,110,0.35982475,3,36,119
64,110,0.38702434,0,34,134
65,110,0.40912876,10,42,147
66,110,0.43153065,22,54,160
67,110,0.45960435,29,60,165
68,110,0.49176937,32,62,172
69,110,0.5235894,31,60,171
70,110,0.55316055,28,59,172
71,110,0.5799208,28,59,173
72,110,0.6037336,26,63,175
73,110,0.6248561,25,62,173
74,110,0.64451194,24,60,170
75,110,0.6631439,22,59,166
76,110,0.68093324,21,60,166
77,110,0.6978063,21,60,162
78,110,0.7136014,22,62,163
79,110,0.7280765,23,63,164
80,110,0.7410932,23,60,167
81,110,0.752377,23,59,169
82,110,0.7622222,23,60,167
83,110,0.7721793,22,59,166
84,110,0.78079027,25,58,166
85,110,0.7853801,25,58,166
86,110,0.78388244,24,57,162
87,110,0.78035504,24,57,162
88,110,0.77568287,28,59,164
89,110,0.7678725,28,59,164
90,110,0.7550259,29,58,163
91,110,0.7373579,28,57,162
92,110,0.7162802,28,57,162
93,110,0.6924375,25,55,161
94,110,0.66746604,24,54,160
95,110,0.6451244,23,54,156
96,110,0.6269323,23,49,149
97,110,0.609728,23,49,149
98,110,0.5893804,22,49,146
99,110,0.56279767,21,48,145
100,110,0.5301509,19,47,141
101,110,0.4938783,18,45,140
102,110,0.4571483,19,43,140
103,110,0.42374867,21,43,137
104,110,0.39940304,21,37,133
105,110,0.3828996,40,51,139
106,110,0.3642268,37,48,126
107,110,0.32457557,39,48,110
108,110,0.22231899,51,55,82
61,111,0.28032607,144,160,191
62,111,0.33254096,78,98,148
63,111,0.35051683,12,39,112
64,111,0.37572464,3,36,130
65,111,0.3981392,3,38,143
66,111,0.41621527,13,45,151
67,111,0.43618184,24,56,161
68,111,0.4630213,34,64,172
69,111,0.4948961,38,67,177
70,111,0.5279783,34,65,177
71,111,0.55950695,31,62,174
72,111,0.58730274,28,64,175
73,111,0.6104865,26,63,174
74,111,0.63077396,24,60,170
75,111,0.64947766,22,60,169
76,111,0.6671543,21,60,166
77,111,0.6833721,19,64,164
78,111,0.69820577,21,65,164
79,111,0.71225023,24,64,166
80,111,0.72438127,21,58,165
81,111,0.73448694,24,57,167
82,111,0.7445468,23,56,164
83,111,0.75439036,22,55,163
84,111,0.762088,22,55,163
85,111,0.76617354,22,55,163
86,111,0.7643508,23,56,161
87,111,0.7604574,23,56,161
88,111,0.75619304,28,59,164
89,111,0.75111747,29,60,165
90,111,0.7430557,29,60,164
91,111,0.7288914,28,59,163
92,111,0.7080859,28,59,163
93,111,0.68184847,25,57,161
94,111,0.6533259,24,56,161
95,111,0.6278343,24,55,157
96,111,0.6080234,22,50,149
97,111,0.59146434,23,49,149
98,111,0.57189584,22,49,146
99,111,0.5447425,21,48,145
100,111,0.5109157,18,45,140
101,111,0.475137,17,44,140
102,111,0.44081736,18,43,136
103,111,0.4109535,18,41,133
104,111,0.3903097,26,44,133
105,111,0.3758308,47,59,140
106,111,0.35066205,33,45,117
107,111,0.277446,34,42,91
61,112,0.22633918,123,127,146
62,112,0.31694058,133,143,172
63,112,0.3419507,38,54,107
64,112,0.3648739,7,34,122
65,112,0.38853326,12,43,146
66,112,0.40510693,6,38,141
67,112,0.41812894,15,45,149
68,112,0.43740147,38,68,171
69,112,0.46619198,36,66,170
70,112,0.50176316,22,55,163
71,112,0.537963,32,64,171
72,112,0.5689842,28,64,173
73,112,0.5928727,26,65,173
74,112,0.612854,24,63,171
75,112,0.6321262,18,60,168
76,112,0.6499159,21,63,170
77,112,0.6659674,24,69,174
78,112,0.68083835,21,66,169
79,112,0.69530636,15,57,163
80,112,0.70647705,26,59,167
81,112,0.7158531,26,57,166
82,112,0.72601247,25,56,165
83,112,0.7352459,25,56,165
84,112,0.74263537,26,57,166
85,112,0.7463442,25,56,165
86,112,0.7449247,24,56,161
87,112,0.74087805,23,55,161
88,112,0.7363576,24,57,162
89,112,0.7323825,29,62,166
90,112,0.7276468,33,66,168
91,112,0.71784765,32,65,167
92,112,0.69982934,26,60,161
93,112,0.6739088,24,58,160
94,112,0.6439288,28,62,162
95,112,0.6154469,34,66,164
96,112,0.59087574,17,48,148
97,112,0.57036823,18,47,146
98,112,0.5488612,19,48,147
99,112,0.52235425,22,50,147
100,112,0.49154362,19,47,141
101,112,0.4609407,11,39,132
102,112,0.4315379,12,38,128
103,112,0.40530547,16,40,125
104,112,0.38563913,29,48,125
105,112,0.3669813,28,47,113
106,112,0.32632515,29,42,100
107,112,0.22287469,47,52,81
62,113,0.2766317,132,136,154
63,113,0.3357644,86,94,136
64,113,0.35673687,7,29,112
65,113,0.3777516,8,38,139
66,113,0.3948829,10,39,140
67,113,0.40584254,12,43,144
68,113,0.41934606,26,57,160
69,113,0.44397515,29,60,164
70,113,0.4790374,26,58,163
71,113,0.5153942,29,62,169
72,113,0.54532933,26,63,172
73,113,0.5679741,26,65,173
74,113,0.58787215,25,64,174
75,113,0.6077071,21,63,172
76,113,0.6259126,23,65,174
77,113,0.64283615,25,70,175
78,113,0.6590805,23,68,173
79,113,0.67471683,17,59,167
80,113,0.685976,29,62,169
81,113,0.696031,29,59,168
82,113,0.70622,28,58,167
83,113,0.7150182,26,57,166
84,113,0.72252816,26,57,166
85,113,0.72588855,25,57,162
86,113,0.7247138,24,56,161
87,113,0.72080064,23,55,161
88,113,0.71628696,32,64,168
89,113,0.71326613,37,69,171
90,113,0.71001923,40,72,174
91,113,0.7028092,38,70,172
92,113,0.68885666,32,65,165
93,113,0.6663664,23,62,161
94,113,0.6367565,28,62,162
95,113,0.60498357,31,64,162
96,113,0.5748232,19,50,149
97,113,0.5488171,19,48,147
98,113,0.52446693,19,48,147
99,113,0.4990079,19,48,145
100,113,0.47317278,17,44,140
101,113,0.44898158,12,38,131
102,113,0.4244554,12,39,126
103,113,0.40215984,18,43,124
104,113,0.38478547,33,52,122
105,113,0.36096963,32,48,110
106,113,0.28806838,39,52,95
62,114,0.22194429,111,115,129
63,114,0.31689703,132,140,177
64,114,0.34451962,26,49,123
65,114,0.36419436,6,37,127
66,114,0.38647574,6,37,131
67,114,0.4003973,11,43,140
68,114,0.41177693,15,45,146
69,114,0.43062368,23,55,157
70,114,0.4592805,32,63,167
71,114,0.48948836,29,62,169
72,114,0.5150562,26,63,174
73,114,0.5361353,28,66,176
74,114,0.55570865,26,64,176
75,114,0.57546884,22,64,173
76,114,0.5944211,23,65,174
77,114,0.61244977,25,70,175
78,114,0.63091326,23,68,173
79,114,0.6489557,18,60,166
80,114,0.6619682,29,66,172
81,114,0.67341286,32,64,171
82,114,0.6835456,29,62,166
83,114,0.6925962,26,59,164
84,114,0.7002066,24,57,162
85,114,0.7037376,23,56,161
86,114,0.7033064,23,56,161
87,114,0.7001287,23,57,161
88,114,0.6954908,36,66,169
89,114,0.69232965,40,70,173
90,114,0.6895571,44,74,177
91,114,0.68364644,43,73,174
92,114,0.6728916,37,67,168
93,114,0.65534043,29,63,163
94,114,0.6288328,26,58,161
95,114,0.5956073,26,59,159
96,114,0.56126785,26,55,153
97,114,0.5307272,22,48,148
98,114,0.50515765,19,47,144
99,114,0.48313347,17,44,142
100,114,0.46331573,15,39,135
101,114,0.44262007,11,37,130
102,114,0.4183819,15,39,127
103,114,0.39698377,23,44,126
104,114,0.38085684,37,55,123
105,114,0.3547881,32,47,105
106,114,0.26684844,45,52,87
63,115,0.24429393,135,142,168
64,115,0.31822488,78,97,157
65,115,0.35108,18,48,128
66,115,0.37930772,0,26,115
67,115,0.39749458,8,39,129
68,115,0.40759566,11,40,139
69,115,0.41945875,17,48,149
70,115,0.4382031,33,62,167
71,115,0.46009913,31,60,171
72,115,0.48181662,31,62,175
73,115,0.501997,31,66,178
74,115,0.52127343,32,67,179
75,115,0.54063034,26,64,176
76,115,0.5591866,26,65,173
77,115,0.5768578,26,68,173
78,115,0.59703773,25,67,172
79,115,0.61760664,19,64,164
80,115,0.6333903,33,69,172
81,115,0.64560056,36,67,171
82,115,0.65485936,32,64,168
83,115,0.6638331,26,59,164
84,115,0.6719007,22,55,161
85,115,0.6771463,21,55,159
86,115,0.6790506,22,56,160
87,115,0.6779156,23,57,161
88,115,0.6738333,29,60,164
89,115,0.66930103,36,66,167
90,115,0.6658938,41,71,172
91,115,0.6609949,42,72,173
92,115,0.652023,40,69,170
93,115,0.63735247,33,63,162
94,115,0.6152749,28,58,161
95,115,0.58525985,24,55,155
96,115,0.5513016,29,55,153
97,115,0.52037036,22,49,146
98,115,0.4970206,19,43,142
99,115,0.4799046,16,40,136
100,115,0.46450657,12,37,133
101,115,0.44407615,10,33,126
102,115,0.4162395,17,38,127
103,115,0.3906599,26,45,125
104,115,0.36947423,37,51,121
105,115,0.32916668,31,44,102
106,115,0.2248391,42,47,73
64,116,0.2775726,121,140,185
65,116,0.33976105,49,77,141
66,116,0.3673525,0,26,103
67,116,0.3873896,7,34,116
68,116,0.39960814,10,38,131
69,116,0.40905496,12,41,142
70,116,0.419885,25,52,159
71,116,0.4344248,25,54,166
72,116,0.45239574,36,64,178
73,116,0.47209558,39,69,184
74,116,0.49275342,38,71,186
75,116,0.51208085,34,70,182
76,116,0.52877605,34,71,179
77,116,0.5453088,33,73,178
78,116,0.56483424,32,74,173
79,116,0.5849884,26,70,169
80,116,0.60119146,37,74,175
81,116,0.61159635,38,74,175
82,116,0.61839837,36,72,173
83,116,0.62523586,29,67,168
84,116,0.6335201,23,62,163
85,116,0.6424083,19,58,161
86,116,0.64925015,23,57,161
87,116,0.6528459,24,58,160
88,116,0.65184057,22,54,156
89,116,0.6461557,29,59,160
90,116,0.6407979,38,67,166
91,116,0.63550544,42,71,170
92,116,0.626138,44,70,170
93,116,0.61118627,39,66,163
94,116,0.5918355,33,59,161
95,116,0.56897736,31,56,155
96,116,0.54263794,28,51,149
97,116,0.5185558,22,45,141
98,116,0.5011495,17,40,136
99,116,0.48781437,15,38,134
100,116,0.47299638,11,34,131
101,116,0.44983414,8,32,125
102,116,0.41740945,16,37,126
103,116,0.38681224,26,45,124
104,116,0.35817742,37,51,122
105,116,0.2856317,37,48,101
64,117,0.22189315,113,125,151
65,117,0.31408316,90,114,163
66,117,0.34800324,31,56,117
67,117,0.36819172,12,39,112
68,117,0.38623142,11,38,125
69,117,0.40007827,8,37,132
70,117,0.41033635,13,39,146
71,117,0.4197192,17,43,157
72,117,0.4312866,34,62,176
73,117,0.44912153,40,68,184
74,117,0.47142896,44,74,189
75,117,0.49128616,41,76,186
76,117,0.50769895,41,76,184
77,117,0.5247327,43,81,182
78,117,0.5423266,43,83,179
79,117,0.55866593,39,81,177
80,117,0.5707658,41,81,177
81,117,0.576986,45,83,183
82,117,0.580759,50,86,186
83,117,0.5840731,48,84,182
84,117,0.5903009,40,77,177
85,117,0.6008015,31,68,167
86,117,0.61263734,28,62,162
87,117,0.62199587,26,59,159
88,117,0.6248071,23,54,154
89,117,0.61978376,29,59,160
90,117,0.6130536,39,65,165
91,117,0.6055643,44,71,168
92,117,0.59338653,44,71,168
93,117,0.57639813,42,67,165
94,117,0.558587,36,60,160
95,117,0.54462564,33,56,154
96,117,0.53321934,22,44,140
97,117,0.52271646,17,40,134
98,117,0.51242757,15,38,134
99,117,0.50036496,15,38,132
100,117,0.48320037,11,34,129
101,117,0.45647445,11,32,125
102,117,0.4206946,17,36,122
103,117,0.38622376,25,42,122
104,117,0.35327336,38,50,120
105,117,0.2660949,44,54,99
65,118,0.23914647,113,131,160
66,118,0.31515566,84,106,153
67,118,0.3454117,33,54,116
68,118,0.36781552,16,39,117
69,118,0.38824204,16,40,130
70,118,0.40334034,12,36,140
71,118,0.41258222,10,36,147
72,118,0.4195021,23,48,164
73,118,0.43271005,32,59,174
74,118,0.45207202,40,68,182
75,118,0.47081175,42,73,182
76,118,0.4887238,41,77,182
77,118,0.50775856,47,84,184
78,118,0.5251337,49,88,182
79,118,0.5381577,49,88,180
80,118,0.54441077,42,84,180
81,118,0.5474015,54,94,190
82,118,0.55040705,69,107,202
83,118,0.5524843,72,110,203
84,118,0.5550294,65,100,196
85,118,0.56128734,48,84,180
86,118,0.57271713,36,68,166
87,118,0.5851419,28,60,157
88,118,0.5905402,28,58,156
89,118,0.58727926,32,62,160
90,118,0.57932204,39,66,163
91,118,0.5682599,43,68,165
92,118,0.5530434,42,67,164
93,118,0.5358336,39,62,160
94,118,0.52240425,29,52,151
95,118,0.5187287,24,45,145
96,118,0.5225812,13,37,131
97,118,0.52609396,13,34,127
98,118,0.5223366,15,34,130
99,118,0.5099778,17,38,130
100,118,0.4898752,16,37,129
101,118,0.46099228,13,31,124
102,118,0.42380014,15,33,120
103,118,0.3861424,22,39,119
104,118,0.34987015,34,47,116
105,118,0.2616114,49,56,97
66,119,0.23862283,112,129,162
67,119,0.3144988,50,71,122
68,119,0.3490261,22,42,111
69,119,0.37131992,24,45,128
70,119,0.39068523,16,39,135
71,119,0.40543574,10,33,140
72,119,0.41510975,11,36,150
73,119,0.42487058,22,48,161
74,119,0.43713176,32,59,171
75,119,0.44994786,37,66,174
76,119,0.46594235,41,73,175
77,119,0.48471063,45,82,178
78,119,0.503134,51,89,180
79,119,0.51553535,51,91,181
80,119,0.51887673,45,85,179
81,119,0.5209778,62,103,194
82,119,0.52533966,83,121,212
83,119,0.5298822,91,129,220
84,119,0.5310457,82,116,210
85,119,0.53118795,64,95,189
86,119,0.5363453,42,73,169
87,119,0.5458838,28,60,156
88,119,0.5505856,32,62,160
89,119,0.5479411,36,63,160
90,119,0.538975,39,64,161
91,119,0.5258776,39,65,159
92,119,0.51133823,38,60,159
93,119,0.4995795,31,54,149
94,119,0.4954018,21,42,144
95,119,0.50115585,12,36,132
96,119,0.5121723,10,31,124
97,119,0.52197635,10,31,123
98,119,0.52373016,13,34,126
99,119,0.5131254,18,39,131
100,119,0.4915026,18,36,129
101,119,0.46091935,13,31,124
102,119,0.42285544,15,31,119
103,119,0.38270885,22,36,117
104,119,0.34323817,29,42,114
105,119,0.2556705,51,57,97
67,120,0.2714282,112,128,162
68,120,0.3303207,59,76,132
69,120,0.34980115,23,41,112
70,120,0.3713024,21,39,125
71,120,0.3918964,18,38,135
72,120,0.40889922,17,40,145
73,120,0.4220075,10,36,145
74,120,0.43007165,11,39,147
75,120,0.43608752,19,50,153
76,120,0.44532415,32,64,162
77,120,0.45835352,40,73,167
78,120,0.47441033,49,84,172
79,120,0.48731184,54,91,179
80,120,0.49191132,50,89,181
81,120,0.4938407,54,92,184
82,120,0.49969155,72,110,201
83,120,0.5088718,97,134,223
84,120,0.5120461,101,137,226
85,120,0.508302,82,113,204
86,120,0.5059499,55,85,179
87,120,0.5083767,41,73,164
88,120,0.5094235,28,59,155
89,120,0.5060017,34,62,155
90,120,0.4977823,37,63,156
91,120,0.48660275,36,58,151
92,120,0.47764328,26,48,147
93,120,0.47451124,17,40,136
94,120,0.4777763,12,32,133
95,120,0.48685175,10,29,126
96,120,0.49775222,15,36,125
97,120,0.50782466,11,33,119
98,120,0.5129333,15,36,125
99,120,0.50725347,23,43,134
100,120,0.48722747,25,42,134
101,120,0.4546455,17,34,127
102,120,0.41475964,15,31,119
103,120,0.37294486,18,32,113
104,120,0.3319939,25,39,111
105,120,0.24785763,50,56,103
67,121,0.20063895,97,105,121
68,121,0.2712587,110,126,164
69,121,0.31488743,41,57,119
70,121,0.34893063,13,32,106
71,121,0.37266767,33,50,135
72,121,0.39476943,15,38,132
73,121,0.41341192,11,36,135
74,121,0.4243503,8,36,137
75,121,0.4296925,11,40,140
76,121,0.4335921,11,43,140
77,121,0.43960196,17,51,146
78,121,0.44953513,32,65,154
79,121,0.46082315,44,80,166
80,121,0.46759322,43,82,173
81,121,0.47129238,39,80,170
82,121,0.47728145,48,86,178
83,121,0.48530966,63,100,190
84,121,0.48782292,68,100,191
85,121,0.48460847,54,88,176
86,121,0.48041585,41,73,164
87,121,0.47718576,38,68,161
88,121,0.47476733,36,63,156
89,121,0.47131878,32,60,151
90,121,0.46542224,25,52,146
91,121,0.45833784,17,41,137
92,121,0.4540091,8,32,129
93,121,0.45394164,6,29,125
94,121,0.45702058,13,33,131
95,121,0.46391228,18,39,131
96,121,0.4726033,11,33,119
97,121,0.4822809,6,28,112
98,121,0.48980808,8,31,116
99,121,0.48952606,18,39,128
100,121,0.475145,23,43,134
101,121,0.44369948,22,39,131
102,121,0.40242726,18,37,126
103,121,0.36036336,19,37,119
104,121,0.32159606,23,37,110
105,121,0.2538045,51,58,115
69,122,0.2370022,104,116,157
70,122,0.31451175,65,80,140
71,122,0.3493913,15,33,105
72,122,0.37113008,29,50,130
73,122,0.39208007,12,37,125
74,122,0.40914336,0,28,119
75,122,0.41834283,1,34,125
76,122,0.4231673,11,44,135
77,122,0.42930737,12,47,137
78,122,0.43655,7,42,133
79,122,0.44447452,0,41,130
80,122,0.4509622,29,66,155
81,122,0.45817295,19,60,150
82,122,0.4649826,24,59,154
83,122,0.4693213,32,68,157
84,122,0.47069973,31,67,156
85,122,0.4702019,23,57,148
86,122,0.4659498,22,54,146
87,122,0.45825723,26,58,149
88,122,0.4523318,16,45,140
89,122,0.44753087,1,34,127
90,122,0.44230247,0,22,117
91,122,0.4355985,0,28,123
92,122,0.42917898,17,42,135
93,122,0.42647558,26,51,141
94,122,0.4266558,22,44,139
95,122,0.43004817,12,37,127
96,122,0.434445,17,42,123
97,122,0.44270825,8,34,113
98,122,0.45402598,1,29,112
99,122,0.4608339,10,34,120
100,122,0.45592794,16,40,128
101,122,0.43225783,18,39,130
102,122,0.3948671,15,33,123
103,122,0.35585323,13,29,115
104,122,0.32196316,21,33,109
105,122,0.28429243,37,48,112
106,122,0.20909545,52,58,100
70,123,0.23674054,106,117,154
71,123,0.31052545,54,70,126
72,123,0.3404418,21,42,109
73,123,0.36005178,25,48,120
74,123,0.3774073,29,56,134
75,123,0.39014453,23,52,134
76,123,0.40198112,7,39,125
77,123,0.41355738,0,26,116
78,123,0.42116112,0,32,122
79,123,0.42790633,8,45,132
80,123,0.43618542,6,41,134
81,123,0.44620907,3,40,136
82,123,0.45450577,7,42,139
83,123,0.45795035,13,48,140
84,123,0.459276,11,45,139
85,123,0.45964324,3,38,132
86,123,0.45500883,1,37,131
87,123,0.4446024,8,42,133
88,123,0.43299702,0,29,123
89,123,0.4218489,11,41,133
90,123,0.413217,22,49,141
91,123,0.40669793,19,48,137
92,123,0.4013672,10,39,129
93,123,0.39865533,11,37,128
94,123,0.39637998,21,45,136
95,123,0.39464253,34,59,144
96,123,0.39228016,34,58,135
97,123,0.3958708,22,49,124
98,123,0.40924385,12,38,119
99,123,0.42401883,11,37,119
100,123,0.43060446,15,39,127
101,123,0.42039123,15,39,129
102,123,0.39462054,11,32,124
103,123,0.36336505,7,25,113
104,123,0.3346645,16,29,112
105,123,0.3108998,19,32,103
106,123,0.27506706,47,52,109
107,123,0.18985027,52,55,82
71,124,0.21833728,98,108,134
72,124,0.27273008,74,92,139
73,124,0.31499845,55,77,134
74,124,0.33781618,24,52,117
75,124,0.3518033,15,42,116
76,124,0.36698177,13,47,124
77,124,0.38098612,12,48,131
78,124,0.3923154,10,43,131
79,124,0.40212566,8,42,131
80,124,0.4114858,0,32,127
81,124,0.42186666,0,33,128
82,124,0.43098027,1,37,131
83,124,0.4345687,6,40,131
84,124,0.43554512,3,39,130
85,124,0.4353274,1,34,127
86,124,0.4312082,0,33,126
87,124,0.42076316,6,37,127
88,124,0.4055281,17,47,136
89,124,0.39226523,12,42,132
90,124,0.38410062,11,41,131
91,124,0.38031408,17,48,135
92,124,0.37893808,28,58,144
93,124,0.3780574,41,68,153
94,124,0.3743919,47,73,159
95,124,0.36699715,48,74,154
96,124,0.35700855,34,60,134
97,124,0.35462385,24,56,124
98,124,0.36636573,17,44,122
99,124,0.38597247,11,38,120
100,124,0.401178,11,38,125
101,124,0.40385842,16,40,130
102,124,0.39484262,19,40,131
103,124,0.37582865,21,39,128
104,124,0.35210046,17,31,115
105,124,0.3285767,8,22,97
106,124,0.30059612,28,38,103
107,124,0.23847908,60,66,107
73,125,0.21624793,84,101,135
74,125,0.26406687,55,78,131
75,125,0.30421913,28,57,123
76,125,0.32969192,25,57,129
77,125,0.34574875,25,58,134
78,125,0.3612492,17,48,132
79,125,0.37376064,7,38,128
80,125,0.38185352,21,50,141
81,125,0.3916526,18,48,141
82,125,0.40042353,18,45,139
83,125,0.4038023,17,47,139
84,125,0.40474212,18,48,140
85,125,0.4043252,19,49,140
86,125,0.40101522,22,51,140
87,125,0.39281693,24,54,142
88,125,0.38000095,29,58,146
89,125,0.37014568,22,51,140
90,125,0.36693233,22,52,140
91,125,0.36748612,36,65,149
92,125,0.36786556,51,79,163
93,125,0.36288455,55,82,166
94,125,0.3515445,42,71,155
95,125,0.3393757,28,57,136
96,125,0.3273684,33,63,130
97,125,0.32208046,33,64,128
98,125,0.33121124,24,55,127
99,125,0.35140216,10,40,119
100,125,0.36988804,1,31,119
101,125,0.3814296,8,34,125
102,125,0.3861222,18,41,133
103,125,0.38139817,26,47,137
104,125,0.3636568,22,38,125
105,125,0.33838287,12,24,106
106,125,0.310567,18,28,94
107,125,0.27402,47,55,108
108,125,0.19982353,60,64,94
75,126,0.2122979,82,102,142
76,126,0.26354232,55,82,144
77,126,0.3068942,24,57,133
78,126,0.33413762,26,57,141
79,126,0.348085,45,73,160
80,126,0.36018044,37,63,152
81,126,0.3720817,34,60,150
82,126,0.37931192,34,58,148
83,126,0.38220766,33,59,149
84,126,0.38426912,38,65,151
85,126,0.38482925,41,68,154
86,126,0.38190642,40,67,153
87,126,0.3749388,38,65,151
88,126,0.3650759,23,54,140
89,126,0.3576201,54,81,165
90,126,0.35429144,76,103,186
91,126,0.3524863,68,95,179
92,126,0.34769255,37,70,150
93,126,0.32586092,21,55,136
94,126,0.28285578,36,67,142
95,126,0.2595196,52,79,142
96,126,0.25018343,62,85,135
97,126,0.24710064,64,88,137
98,126,0.26616347,59,87,145
99,126,0.30825943,36,66,140
100,126,0.33687264,6,36,123
101,126,0.35478416,0,25,117
102,126,0.36661708,8,34,126
103,126,0.37132066,18,41,133
104,126,0.364359,32,49,137
105,126,0.34262893,26,40,122
106,126,0.3165302,18,31,102
107,126,0.29329368,25,33,91
108,126,0.2585808,54,58,100
109,126,0.17827171,54,56,76
77,127,0.21635321,73,91,129
78,127,0.2568229,62,84,139
79,127,0.28053132,44,67,134
80,127,0.32487836,36,57,133
81,127,0.35154468,36,59,139
82,127,0.3579586,38,62,140
83,127,0.35929307,43,67,143
84,127,0.36055177,49,72,148
85,127,0.36067158,50,73,149
86,127,0.35756296,42,67,140
87,127,0.3520929,33,58,132
88,127,0.34380007,39,67,136
89,127,0.32032356,31,58,126
90,127,0.2812786,23,52,120
91,127,0.26454267,31,56,117
92,127,0.2607318,48,69,122
93,127,0.22464497,60,77,116
99,127,0.22412935,64,85,134
100,127,0.29519343,25,54,120
101,127,0.3274436,0,29,106
102,127,0.34402287,0,29,112
103,127,0.3554001,12,37,122
104,127,0.35967126,38,57,144
105,127,0.34696957,38,55,140
106,127,0.32423893,22,34,116
107,127,0.30389866,7,19,92
108,127,0.2806769,36,43,99
109,127,0.22605361,70,76,110
80,128,0.226576,68,80,107
81,128,0.26918355,72,87,123
82,128,0.27398473,68,84,123
83,128,0.2724046,60,78,119
84,128,0.27095315,55,72,113
85,128,0.27019817,54,72,110
86,128,0.26843873,52,71,107
87,128,0.26565036,50,67,99
88,128,0.25953037,56,69,95
89,128,0.21967646,55,66,89
100,128,0.22212459,77,97,126
101,128,0.29475772,6,36,80
102,128,0.3256274,0,31,88
103,128,0.34142977,1,31,105
104,128,0.35126534,24,48,135
105,128,0.34893137,26,45,142
106,128,0.33412245,17,33,132
107,128,0.31669375,3,21,113
108,128,0.29609007,18,33,106
109,128,0.26649076,50,65,120
110,128,0.19818763,62,72,101
101,129,0.25359362,54,77,102
102,129,0.31186318,0,26,76
103,129,0.33003882,13,42,106
104,129,0.34366584,10,34,123
105,129,0.35076347,18,40,142
106,129,0.34787145,17,34,142
107,129,0.33660278,7,26,129
108,129,0.31870535,7,25,111
109,129,0.29760996,19,39,107
110,129,0.26405016,54,74,117
111,129,0.18351434,65,73,89
101,130,0.20565766,83,102,119
102,130,0.28870243,10,37,81
103,130,0.32024893,15,41,103
104,130,0.34097624,0,26,113
105,130,0.35622457,15,37,137
106,130,0.36502957,12,33,140
107,130,0.3615243,12,31,135
108,130,0.34552032,8,31,116
109,130,0.3209546,0,19,93
110,130,0.29090413,26,50,104
111,130,0.23112017,79,93,123
102,131,0.2504833,50,72,109
103,131,0.31051567,8,33,93
104,131,0.33632088,3,26,110
105,131,0.35657483,15,38,134
106,131,0.37445915,8,31,135
107,131,0.38074994,8,31,134
108,131,0.36735684,18,39,130
109,131,0.33948424,0,24,103
110,131,0.30571595,1,31,91
111,131,0.2647112,51,69,110
112,131,0.18084975,80,81,98
102,132,0.20454523,87,102,130
103,132,0.28915375,24,47,101
104,132,0.32472757,0,18,99
105,132,0.34769318,11,32,125
106,132,0.37062263,10,32,135
107,132,0.38558167,11,33,136
108,132,0.37989733,16,39,131
109,132,0.35535777,3,31,113
110,132,0.32148907,0,22,93
111,132,0.2855684,17,36,90
112,132,0.22382233,82,86,115
103,133,0.24860664,68,85,131
104,133,0.30538866,0,18,92
105,133,0.32880706,1,25,111
106,133,0.35454348,15,34,132
107,133,0.3779415,15,37,137
108,133,0.38516456,6,29,125
109,133,0.368285,0,25,117
110,133,0.33555055,0,26,109
111,133,0.29911542,6,25,92
112,133,0.25665644,59,66,107
113,133,0.18375508,80,80,102
103,134,0.19629806,94,106,136
