x,y,z,r,g,b
93,61,0.14276814,68,64,81
94,61,0.16899486,62,56,78
95,61,0.17523299,89,85,106
96,61,0.15040478,73,73,92
92,62,0.17060612,65,60,79
93,62,0.2219139,31,24,51
94,62,0.23957941,51,43,74
95,62,0.24109063,56,50,82
96,62,0.2234058,33,34,69
97,62,0.17140424,85,88,113
90,63,0.17826128,84,82,87
91,63,0.2184976,56,55,73
92,63,0.2518048,33,33,68
93,63,0.2759179,56,56,101
94,63,0.28503165,58,59,114
95,63,0.27948645,44,47,106
96,63,0.2627348,41,44,104
97,63,0.23415844,47,51,107
98,63,0.1761496,80,83,117
89,64,0.20222263,81,79,77
90,64,0.26714873,48,52,62
91,64,0.2928409,36,42,74
92,64,0.30746529,43,57,110
93,64,0.3186979,38,54,133
94,64,0.32343778,28,47,146
95,64,0.31441033,31,50,156
96,64,0.29301882,36,49,154
97,64,0.26909703,24,36,132
98,64,0.24160412,37,48,125
99,64,0.186626,82,88,128
88,65,0.20729509,82,77,79
89,65,0.28213978,71,69,79
90,65,0.31682408,31,37,62
91,65,0.33570993,31,42,88
92,65,0.3484585,38,55,126
93,65,0.35487524,29,52,147
94,65,0.3556279,19,48,163
95,65,0.34439406,25,52,176
96,65,0.3205399,22,44,168
97,65,0.29648468,21,40,154
98,65,0.2793156,26,41,133
99,65,0.255652,65,78,141
100,65,0.180591,79,83,105
87,66,0.20871656,86,81,86
88,66,0.28360006,48,43,65
89,66,0.3244123,40,40,74
90,66,0.34973085,36,41,88
91,66,0.36825344,38,49,114
92,66,0.38060224,34,52,133
93,66,0.3857059,23,47,142
94,66,0.3847891,19,47,151
95,66,0.3723526,23,51,164
96,66,0.3482586,18,42,160
97,66,0.32401186,22,43,153
98,66,0.30459002,21,38,130
99,66,0.28482443,23,38,111
100,66,0.22849365,67,73,117
86,67,0.20598216,79,77,81
87,67,0.28332353,39,38,57
88,67,0.32572445,38,38,80
89,67,0.35451746,43,45,104
90,67,0.3773791,44,52,125
91,67,0.3943611,38,50,133
92,67,0.40664607,26,47,137
93,67,0.41355792,21,44,140
94,67,0.4125826,22,49,146
95,67,0.39910585,23,51,150
96,67,0.37448442,18,44,153
97,67,0.34731495,16,41,148
98,67,0.3230606,18,41,135
99,67,0.3014227,12,29,110
100,67,0.268066,28,41,102
101,67,0.19870028,78,83,114
85,68,0.19929656,77,79,77
86,68,0.2768754,34,40,54
87,68,0.32376,36,41,77
88,68,0.35575205,37,43,104
89,68,0.38069972,38,47,129
90,68,0.40016198,36,45,142
91,68,0.4158717,24,39,143
92,68,0.42895234,23,41,144
93,68,0.43856102,28,50,145
94,68,0.43798953,29,54,142
95,68,0.42229217,22,50,140
96,68,0.39467347,23,51,149
97,68,0.36284626,10,39,140
98,68,0.3353777,23,47,142
99,68,0.31534696,28,48,136
100,68,0.29518315,16,31,104
101,68,0.26171342,47,57,112
102,68,0.1804788,66,68,91
84,69,0.19551876,71,73,76
85,69,0.26773384,26,37,49
86,69,0.314828,32,40,74
87,69,0.3527494,43,57,111
88,69,0.38198784,34,47,130
89,69,0.40365696,33,45,147
90,69,0.42047334,25,41,154
91,69,0.43489033,19,39,153
92,69,0.44791353,24,44,151
93,69,0.45793295,32,54,148
94,69,0.45620772,26,52,135
95,69,0.43774658,12,42,125
96,69,0.40715006,25,55,145
97,69,0.37254813,8,41,139
98,69,0.34432408,22,49,146
99,69,0.3260157,37,58,149
100,69,0.30893493,18,34,121
101,69,0.28821453,15,25,102
102,69,0.23050322,65,68,121
83,70,0.20493557,77,77,83
84,70,0.2705102,24,28,48
85,70,0.3091443,22,31,66
86,70,0.3442777,44,60,113
87,70,0.37712824,28,45,121
88,70,0.40420252,32,50,146
89,70,0.42438245,28,49,157
90,70,0.43935373,26,47,164
91,70,0.45180255,22,45,162
92,70,0.46281105,25,47,155
93,70,0.46967736,25,49,147
94,70,0.46466777,22,45,133
95,70,0.44453815,13,40,122
96,70,0.41376188,19,52,140
97,70,0.38079563,15,47,140
98,70,0.35306183,15,43,143
99,70,0.3340658,19,43,144
100,70,0.31852227,17,37,137
101,70,0.3035296,11,23,115
102,70,0.27276808,38,44,120
103,70,0.20107366,64,66,105
82,71,0.2175414,79,76,85
83,71,0.28707847,18,19,45
84,71,0.31788504,25,31,74
85,71,0.34371123,44,57,113
86,71,0.37267545,34,51,128
87,71,0.40022266,22,44,139
88,71,0.4238343,17,42,149
89,71,0.44170195,17,43,157
90,71,0.45480606,18,43,161
91,71,0.46478283,18,44,159
92,71,0.47251308,17,42,149
93,71,0.47528625,18,42,141
94,71,0.46724054,23,45,137
95,71,0.44667095,25,51,137
96,71,0.41897595,15,50,133
97,71,0.39094123,22,58,143
98,71,0.36498928,1,36,137
99,71,0.34596473,0,21,131
100,71,0.33117327,12,33,142
101,71,0.31910622,18,33,139
102,71,0.30325407,21,32,120
103,71,0.2686841,40,49,111
104,71,0.18465395,60,63,82
81,72,0.22210635,70,65,72
82,72,0.30165792,25,23,50
83,72,0.33692953,39,41,86
84,72,0.35655808,37,45,111
85,72,0.37754056,29,44,129
86,72,0.40152314,28,49,149
87,72,0.4240296,13,41,149
88,72,0.44251218,16,45,156
89,72,0.456612,16,47,157
90,72,0.4666388,16,48,154
91,72,0.4735084,16,47,150
92,72,0.47784916,17,43,145
93,72,0.47765183,19,43,144
94,72,0.46828264,24,45,145
95,72,0.4489013,26,51,143
96,72,0.42434353,0,36,124
97,72,0.39947706,0,38,125
98,72,0.37667894,8,40,141
99,72,0.36018467,21,48,154
100,72,0.34728715,25,47,160
101,72,0.3353977,19,37,148
102,72,0.3214818,17,31,130
103,72,0.2976133,22,34,112
104,72,0.23439096,45,55,98
80,73,0.2253352,62,64,67
81,73,0.30722937,39,38,58
82,73,0.3507547,32,36,74
83,73,0.3756179,47,52,117
84,73,0.3929288,38,48,135
85,73,0.40985298,25,43,147
86,73,0.4289009,23,47,161
87,73,0.44555157,13,42,159
88,73,0.4580381,13,44,157
89,73,0.46711153,10,43,150
90,73,0.4732251,11,44,146
91,73,0.47773618,16,48,146
92,73,0.4810446,22,50,149
93,73,0.48011005,21,47,147
94,73,0.47093746,13,34,141
95,73,0.45342258,0,26,130
96,73,0.4313733,8,39,129
97,73,0.41100028,3,39,128
98,73,0.3933588,11,42,143
99,73,0.37916097,22,48,156
100,73,0.36448696,23,47,161
101,73,0.34825227,16,38,151
102,73,0.33243063,13,32,137
103,73,0.31190884,17,33,120
104,73,0.27303177,31,45,108
105,73,0.18498701,56,66,91
79,74,0.22938138,59,64,73
80,74,0.31426948,18,26,47
81,74,0.35786283,33,41,76
82,74,0.3850331,44,51,108
83,74,0.40473,38,49,128
84,74,0.41982532,24,39,143
85,74,0.4348112,19,38,155
86,74,0.450003,21,45,165
87,74,0.46175024,19,47,166
88,74,0.46835893,13,44,155
89,74,0.472306,12,47,148
90,74,0.4755233,13,48,143
91,74,0.47988802,16,49,140
92,74,0.48505834,16,44,142
93,74,0.4859296,12,39,141
94,74,0.47751305,6,28,140
95,74,0.46255344,0,24,134
96,74,0.4448954,13,43,135
97,74,0.43038836,13,43,133
98,74,0.41796595,17,45,146
99,74,0.40382355,23,50,156
100,74,0.3827677,21,47,161
101,74,0.35900855,15,39,154
102,74,0.33988753,10,33,141
103,74,0.32079852,13,33,129
104,74,0.29245988,18,37,110
105,74,0.22685534,24,41,93
78,75,0.23205248,52,55,76
79,75,0.31737295,15,22,54
80,75,0.36234364,38,50,91
81,75,0.3898022,48,63,119
82,75,0.40879083,40,54,129
83,75,0.42295852,22,39,132
84,75,0.43678978,18,39,149
85,75,0.4505342,19,42,161
86,75,0.46297994,17,42,162
87,75,0.47133344,15,43,161
88,75,0.47443023,13,45,152
89,75,0.4758614,18,51,149
90,75,0.4790938,18,52,144
91,75,0.48615026,10,43,134
92,75,0.49576265,0,31,130
93,75,0.4985261,0,28,131
94,75,0.48929474,11,37,146
95,75,0.4769643,23,48,153
96,75,0.46545827,19,47,141
97,75,0.45681772,21,48,140
98,75,0.44752055,22,50,149
99,75,0.431118,23,50,154
100,75,0.40434515,21,47,155
101,75,0.37331983,15,41,153
102,75,0.34752867,10,36,145
103,75,0.3259571,10,34,136
104,75,0.30166602,19,40,128
105,75,0.26392734,12,28,101
106,75,0.19351988,52,59,106
76,76,0.21898074,83,84,98
77,76,0.27583274,54,56,84
78,76,0.32659653,29,31,68
79,76,0.36464745,38,43,90
80,76,0.38912666,29,48,117
81,76,0.4076199,26,50,134
82,76,0.42016277,22,44,139
83,76,0.43166378,21,44,145
84,76,0.44516152,29,54,161
85,76,0.45833892,24,50,161
86,76,0.4697529,12,39,153
87,76,0.4773365,11,38,150
88,76,0.4801014,13,44,149
89,76,0.48287255,12,43,144
90,76,0.48931655,8,41,140
91,76,0.50040853,3,34,133
92,76,0.51312506,0,32,133
93,76,0.5181924,7,37,137
94,76,0.5098383,19,47,149
95,76,0.49912277,31,56,155
96,76,0.4907824,24,48,146
97,76,0.48515227,26,50,148
98,76,0.4767253,24,50,149
99,76,0.45857412,22,50,149
100,76,0.42855707,19,47,151
101,76,0.3917266,16,43,150
102,76,0.35820112,12,40,148
103,76,0.33330125,8,36,140
104,76,0.31351382,13,36,136
105,76,0.29268387,21,39,127
106,76,0.259367,32,44,115
107,76,0.18048061,50,55,88
75,77,0.24256435,91,94,104
76,77,0.32141197,39,41,71
77,77,0.35906672,21,24,67
78,77,0.3813391,57,59,104
79,77,0.39680523,37,45,110
80,77,0.41054657,22,44,139
81,77,0.4199828,10,40,148
82,77,0.42642784,16,43,150
83,77,0.4350034,22,49,153
84,77,0.44698247,19,47,151
85,77,0.45994863,15,42,146
86,77,0.47262663,16,43,149
87,77,0.4826539,21,48,150
88,77,0.4898656,13,39,146
89,77,0.4982513,0,31,136
90,77,0.50927687,0,24,131
91,77,0.5227766,1,32,137
92,77,0.5378488,18,47,147
93,77,0.54628575,28,56,153
94,77,0.53882587,23,51,148
95,77,0.52661586,15,43,141
96,77,0.5175854,24,45,147
97,77,0.5114308,28,49,149
98,77,0.5017365,26,50,148
99,77,0.4823189,21,47,147
100,77,0.45205957,18,47,146
101,77,0.41447288,16,47,149
102,77,0.37704843,13,44,149
103,77,0.349088,11,39,147
104,77,0.33143815,0,22,132
105,77,0.31408206,23,41,143
106,77,0.29192138,19,32,121
107,77,0.23456927,42,49,111
74,78,0.2441073,90,93,98
75,78,0.32914737,24,28,49
76,78,0.37003124,45,47,82
77,78,0.3975832,55,57,102
78,78,0.41516235,26,28,85
79,78,0.4237259,39,49,126
80,78,0.43010676,31,56,168
81,78,0.43172443,8,43,170
82,78,0.43303874,18,50,165
83,78,0.43923283,18,50,155
84,78,0.45056337,0,36,135
85,78,0.4641878,11,41,133
86,78,0.47934428,25,52,146
87,78,0.493253,18,45,143
88,78,0.505328,10,33,140
89,78,0.51836693,3,31,141
90,78,0.5336454,6,32,144
91,78,0.550618,13,40,149
92,78,0.5686698,24,51,155
93,78,0.5786729,25,57,153
94,78,0.5713257,19,52,142
95,78,0.5580215,13,43,135
96,78,0.54546726,21,42,144
97,78,0.5344721,29,47,149
98,78,0.5218218,25,49,147
99,78,0.50295323,18,45,140
100,78,0.4757664,17,47,140
101,78,0.44104275,18,50,148
102,78,0.40283948,17,48,151
103,78,0.3705927,12,42,150
104,78,0.34978744,0,23,140
105,78,0.33319587,13,34,145
106,78,0.31615886,17,31,130
107,78,0.2847032,33,43,121
108,78,0.19753474,57,60,89
73,79,0.24201772,76,80,82
74,79,0.3290506,38,45,63
75,79,0.37305546,45,52,83
76,79,0.40101662,37,45,91
77,79,0.42386004,34,43,105
78,79,0.4396882,42,54,123
79,79,0.4461564,22,39,131
80,79,0.44811344,22,49,168
81,79,0.4456638,0,38,167
82,79,0.44373205,21,52,169
83,79,0.44792038,24,56,161
84,79,0.45829478,7,40,140
85,79,0.47321457,23,52,143
86,79,0.492107,28,55,146
87,79,0.51057816,0,19,120
88,79,0.52587014,1,31,136
89,79,0.5419175,16,41,150
90,79,0.5617015,28,51,163
91,79,0.5818329,25,51,162
92,79,0.60004944,15,44,151
93,79,0.60837555,11,42,143
94,79,0.60015446,17,51,141
95,79,0.58584255,26,59,148
96,79,0.5700217,19,41,143
97,79,0.55505776,24,45,148
98,79,0.54044443,24,48,146
99,79,0.5225201,17,44,140
100,79,0.4984242,16,45,140
101,79,0.46705693,19,51,147
102,79,0.429557,19,50,151
103,79,0.39322162,17,44,151
104,79,0.36787257,13,38,151
105,79,0.35308188,3,25,139
106,79,0.33972037,19,33,134
107,79,0.31774995,31,42,124
108,79,0.23977391,47,54,98
72,80,0.24385704,85,87,90
73,80,0.3311414,57,63,76
74,80,0.37612078,16,29,63
75,80,0.40381134,32,48,99
76,80,0.42805427,45,66,131
77,80,0.4461513,26,52,133
78,80,0.4603844,15,42,135
79,80,0.46758467,19,50,151
80,80,0.4677953,23,52,162
81,80,0.46292502,8,38,154
82,80,0.458637,10,40,151
83,80,0.46126142,25,55,161
84,80,0.47095448,26,54,157
85,80,0.48618245,6,34,140
86,80,0.5059527,0,23,130
87,80,0.5270046,0,29,135
88,80,0.5473806,25,52,156
89,80,0.56866413,24,51,157
90,80,0.59105045,24,50,159
91,80,0.61153156,21,50,157
92,80,0.62712,19,49,155
93,80,0.63121873,18,50,153
94,80,0.621184,17,50,150
95,80,0.60612357,18,49,149
96,80,0.58994406,21,47,149
97,80,0.5739399,23,45,148
98,80,0.55800134,21,47,148
99,80,0.5400059,19,45,146
100,80,0.51758885,19,45,146
101,80,0.48880285,18,44,146
102,80,0.4530426,18,44,148
103,80,0.41628963,21,43,149
104,80,0.38833115,19,40,148
105,80,0.3714078,11,29,135
106,80,0.35697943,17,32,126
107,80,0.33455473,19,32,112
108,80,0.26652676,34,42,99
71,81,0.24422866,89,87,92
72,81,0.33140343,49,51,68
73,81,0.37626767,36,42,73
74,81,0.40596312,26,42,90
75,81,0.42879114,33,51,116
76,81,0.44857985,29,55,137
77,81,0.46486342,15,47,145
78,81,0.47938395,11,44,151
79,81,0.48876244,18,51,161
80,81,0.4889863,13,43,151
81,81,0.4831678,18,45,152
82,81,0.47759482,21,48,154
83,81,0.47842208,17,44,151
84,81,0.48662144,7,36,144
85,81,0.5000797,1,32,141
86,81,0.51934123,12,40,148
87,81,0.54404217,24,51,157
88,81,0.57070094,24,54,160
89,81,0.59635574,23,52,159
90,81,0.619193,23,52,159
91,81,0.63794875,22,51,157
92,81,0.6503221,19,51,156
93,81,0.6503533,19,51,156
94,81,0.6389041,18,50,155
95,81,0.62362534,19,50,153
96,81,0.60748726,19,47,151
97,81,0.59084004,21,47,149
98,81,0.57366604,21,47,148
99,81,0.5552629,19,45,147
100,81,0.5337253,19,45,147
101,81,0.50734055,19,45,147
102,81,0.47439277,21,43,148
103,81,0.43819818,21,43,148
104,81,0.4071723,25,43,147
105,81,0.38559905,15,31,133
106,81,0.36990017,16,32,123
107,81,0.3511772,19,32,111
108,81,0.311629,32,41,106
109,81,0.21250403,49,55,83
70,82,0.24267285,82,80,86
71,82,0.33154148,39,41,60
72,82,0.37843058,23,28,63
73,82,0.40740973,39,48,91
74,82,0.4320607,47,62,123
75,82,0.45067888,37,55,133
76,82,0.46677953,22,47,140
77,82,0.4825952,18,45,150
78,82,0.49756438,15,45,161
79,82,0.50858974,11,42,157
80,82,0.51055354,16,45,153
81,82,0.505358,24,51,157
82,82,0.49970108,18,45,152
83,82,0.49892887,0,29,140
84,82,0.5034942,0,26,137
85,82,0.5154666,11,41,149
86,82,0.53769684,26,56,161
87,82,0.56714016,32,60,165
88,82,0.596893,25,55,161
89,82,0.6232011,25,55,161
90,82,0.6443638,24,54,160
91,82,0.6605431,23,52,159
92,82,0.67003554,21,52,157
93,82,0.6674425,21,52,157
94,82,0.65514445,19,51,156
95,82,0.63956606,21,51,154
96,82,0.6228459,19,47,151
97,82,0.60537124,21,47,149
98,82,0.5871326,21,47,148
99,82,0.5682797,21,47,148
100,82,0.54742724,19,45,146
101,82,0.5224156,19,45,147
102,82,0.4914461,22,44,149
103,82,0.45618173,21,43,148
104,82,0.42319387,29,47,149
105,82,0.39787978,16,32,134
106,82,0.3816826,15,29,124
107,82,0.36591667,21,33,112
108,82,0.33869475,25,39,103
109,82,0.25216022,48,54,92
69,83,0.24441698,80,83,89
70,83,0.33140483,34,38,62
71,83,0.37878755,26,33,70
72,83,0.40895063,43,51,101
73,83,0.43325022,45,60,122
74,83,0.45375732,41,58,134
75,83,0.46955904,26,47,139
76,83,0.4847334,22,44,149
77,83,0.50080466,26,50,162
78,83,0.5152289,23,48,167
79,83,0.5262531,8,38,155
80,83,0.5294059,25,51,162
81,83,0.52505463,17,44,151
82,83,0.51906973,1,32,141
83,83,0.51546544,0,28,139
84,83,0.5181282,11,41,149
85,83,0.5323281,29,58,163
86,83,0.5585193,32,60,165
87,83,0.5906142,23,52,159
88,83,0.62139404,28,57,162
89,83,0.6465213,26,56,161
90,83,0.66559076,26,56,161
91,83,0.6797746,24,54,160
92,83,0.68741775,22,54,159
93,83,0.6828361,21,52,157
94,83,0.66947854,21,52,157
95,83,0.6533286,21,51,154
96,83,0.63587004,22,47,152
97,83,0.6176835,22,48,150
98,83,0.5988703,21,47,148
99,83,0.57901365,21,47,148
100,83,0.5577492,21,47,147
101,83,0.533618,19,45,146
102,83,0.5046401,22,44,147
103,83,0.47093248,22,44,149
104,83,0.43713072,29,50,151
105,83,0.40876558,15,34,135
106,83,0.39040235,15,29,124
107,83,0.3740691,22,36,116
108,83,0.34690225,24,37,103
109,83,0.26017466,41,50,95
68,84,0.24449421,76,81,86
69,84,0.3344514,15,24,48
70,84,0.37905818,41,50,90
71,84,0.41017184,49,63,116
72,84,0.4334851,42,57,127
73,84,0.4528205,32,47,131
74,84,0.4712978,21,40,135
75,84,0.48727196,19,40,146
76,84,0.5019479,23,44,157
77,84,0.516815,28,47,166
78,84,0.5291689,25,48,171
79,84,0.53807765,24,47,167
80,84,0.54214835,16,42,154
81,84,0.53936636,0,33,142
82,84,0.53251696,0,32,141
83,84,0.5289935,17,47,153
84,84,0.53444624,33,62,166
85,84,0.5505364,36,64,168
86,84,0.57711387,29,58,163
87,84,0.6099072,24,54,160
88,84,0.64059997,29,58,163
89,84,0.6649775,28,57,162
90,84,0.68317515,26,56,161
91,84,0.6967605,25,55,161
92,84,0.70321786,24,54,160
93,84,0.69667935,22,51,157
94,84,0.68190175,21,50,156
95,84,0.6650715,21,51,154
96,84,0.647159,22,47,152
97,84,0.62790793,24,47,150
98,84,0.6080763,22,48,149
99,84,0.58763695,21,47,147
100,84,0.56646025,21,47,147
101,84,0.5434358,21,47,147
102,84,0.5164561,19,45,147
103,84,0.48364875,22,44,147
104,84,0.44781154,26,48,149
105,84,0.41598588,17,37,137
106,84,0.39506385,15,29,125
107,84,0.37824994,22,36,117
108,84,0.35301906,25,38,106
109,84,0.27933273,34,44,99
67,85,0.24105741,70,74,79
68,85,0.33277595,22,32,55
69,85,0.38053173,48,60,101
70,85,0.40972698,33,48,107
71,85,0.43510976,42,59,133
72,85,0.45358628,31,50,140
73,85,0.47040138,23,44,146
74,85,0.4881038,23,44,153
75,85,0.504431,31,50,165
76,85,0.5175486,26,45,165
77,85,0.52934396,17,37,160
78,85,0.5381226,19,37,161
79,85,0.54457617,28,47,166
80,85,0.54888266,0,25,141
81,85,0.54744506,0,34,142
82,85,0.5450174,21,50,156
83,85,0.5485855,38,68,171
84,85,0.55708396,41,69,173
85,85,0.57087433,31,59,164
86,85,0.5941976,29,58,163
87,85,0.62527215,38,66,170
88,85,0.6550992,29,58,163
89,85,0.67982274,28,57,162
90,85,0.6986674,26,56,161
91,85,0.7123289,25,55,161
92,85,0.71783304,23,52,159
93,85,0.709326,22,51,157
94,85,0.6932162,21,50,156
95,85,0.67504287,22,49,153
96,85,0.6559941,23,48,153
97,85,0.63618785,24,47,149
98,85,0.6162059,22,48,149
99,85,0.5960263,22,48,148
100,85,0.57551104,21,47,147
101,85,0.5530885,21,47,147
102,85,0.5268618,21,47,148
103,85,0.4946617,21,47,148
104,85,0.45782194,23,45,148
105,85,0.42369947,19,41,141
106,85,0.40019023,15,32,126
107,85,0.3838189,18,36,119
108,85,0.36413664,25,39,108
109,85,0.32087708,28,42,98
110,85,0.21623059,39,47,71
66,86,0.23659407,62,64,68
67,86,0.32970834,22,28,52
68,86,0.3787036,48,56,99
69,86,0.40937898,39,54,115
70,86,0.43580416,41,59,137
71,86,0.45736572,10,33,128
72,86,0.47251236,26,51,156
73,86,0.48839894,24,50,163
74,86,0.5056769,26,51,168
75,86,0.5200702,31,55,173
76,86,0.52926534,29,48,167
77,86,0.53642195,18,37,156
78,86,0.5419713,16,32,150
79,86,0.54699165,15,34,150
80,86,0.5516597,1,34,145
81,86,0.5567506,18,52,156
82,86,0.56591976,37,67,170
83,86,0.57674533,39,71,173
84,86,0.5864374,37,67,170
85,86,0.5974286,34,65,168
86,86,0.61520773,36,66,169
87,86,0.64144564,37,67,170
88,86,0.66942286,28,59,163
89,86,0.69457483,26,58,162
90,86,0.71396554,26,56,161
91,86,0.727243,24,54,160
92,86,0.73094434,23,52,159
93,86,0.72029203,21,50,156
94,86,0.70276225,19,49,155
95,86,0.68365365,21,48,152
96,86,0.6641209,23,48,153
97,86,0.64448124,25,48,149
98,86,0.6249256,22,48,149
99,86,0.6047165,22,48,148
100,86,0.58385676,22,49,146
101,86,0.56144714,21,48,145
102,86,0.53592885,21,47,147
103,86,0.50514674,21,47,147
104,86,0.469356,22,44,147
105,86,0.43463537,24,45,145
106,86,0.4084263,17,34,128
107,86,0.39186624,15,31,116
108,86,0.37519112,24,38,109
109,86,0.34535724,25,39,100
110,86,0.2551425,38,47,80
65,87,0.23568423,65,65,79
66,87,0.3246713,37,39,65
67,87,0.37574065,48,55,97
68,87,0.40705493,40,52,115
69,87,0.43215576,25,44,124
70,87,0.45571798,13,38,134
71,87,0.47512165,34,60,165
72,87,0.4897896,21,49,165
73,87,0.505094,15,44,166
74,87,0.52048934,10,38,163
75,87,0.53134847,11,39,160
76,87,0.5360078,23,47,163
77,87,0.5396537,29,50,160
78,87,0.54356015,21,38,149
79,87,0.55059683,1,24,135
80,87,0.5600139,28,57,162
81,87,0.57614386,39,71,173
82,87,0.5953833,40,72,174
83,87,0.6107121,28,62,164
84,87,0.62145585,31,64,166
85,87,0.6306435,44,77,178
86,87,0.6429439,41,71,174
87,87,0.66367906,22,54,159
88,87,0.6887966,26,58,162
89,87,0.7122486,26,58,162
90,87,0.7304946,25,55,161
91,87,0.74172795,24,54,160
92,87,0.7417851,22,51,157
93,87,0.72904795,19,49,155
94,87,0.71122426,18,48,154
95,87,0.6923197,19,47,151
96,87,0.672845,23,49,151
97,87,0.65305614,25,48,149
98,87,0.63308007,23,49,149
99,87,0.6123965,22,49,146
100,87,0.59112126,22,49,146
101,87,0.5689051,21,48,145
102,87,0.54455596,21,47,147
103,87,0.5161581,21,47,147
104,87,0.4824979,21,43,146
105,87,0.44727898,26,48,149
106,87,0.41793373,16,36,131
107,87,0.3981388,11,29,116
108,87,0.37983438,22,37,109
109,87,0.3506423,22,38,101
110,87,0.26074827,36,48,87
63,88,0.21947798,93,93,91
64,88,0.2731923,51,50,71
65,88,0.32640368,43,47,87
66,88,0.3720979,40,45,94
67,88,0.404927,40,51,116
68,88,0.43062463,38,54,135
69,88,0.45121264,26,49,144
70,88,0.47084123,19,45,154
71,88,0.4894391,18,48,164
72,88,0.5061838,21,51,174
73,88,0.5198012,11,42,168
74,88,0.5310552,18,47,171
75,88,0.5386541,31,58,173
76,88,0.5411166,19,44,153
77,88,0.5435151,0,21,129
78,88,0.5478505,12,32,133
79,88,0.5595676,42,65,160
80,88,0.5784745,36,67,165
81,88,0.6031573,31,68,169
82,88,0.62782294,32,69,170
83,88,0.6463455,33,70,171
84,88,0.6572435,32,69,170
85,88,0.6641933,31,68,169
86,88,0.67357105,32,65,167
87,88,0.69086576,31,64,166
88,88,0.712921,33,64,167
89,88,0.7327958,31,62,165
90,88,0.7479296,29,58,163
91,88,0.75614077,26,56,161
92,88,0.7517157,25,55,161
93,88,0.7367926,23,52,159
94,88,0.71937543,22,49,155
95,88,0.701014,18,45,150
96,88,0.6809293,23,49,151
97,88,0.6604819,25,48,149
98,88,0.64009494,24,48,148
99,88,0.6192367,24,48,146
100,88,0.59791493,22,49,146
101,88,0.57602483,21,48,142
102,88,0.55284655,21,48,145
103,88,0.5270418,21,47,147
104,88,0.49527702,29,51,152
105,88,0.45774567,19,41,143
106,88,0.42393327,23,42,137
107,88,0.39929172,15,33,120
108,88,0.378956,15,33,107
109,88,0.3503111,21,38,102
110,88,0.26123998,33,47,92
62,89,0.24085066,93,92,89
63,89,0.32237223,79,79,90
64,89,0.35348207,44,47,92
65,89,0.37675187,38,43,107
66,89,0.40376058,36,45,119
67,89,0.4299683,41,54,136
68,89,0.45157933,37,55,149
69,89,0.46904835,24,49,156
70,89,0.48638314,18,47,163
71,89,0.5047347,19,48,172
72,89,0.5217311,0,31,161
73,89,0.531653,22,52,177
74,89,0.53811413,26,57,177
75,89,0.5433188,6,38,153
76,89,0.54556644,0,25,134
77,89,0.5480264,13,41,140
78,89,0.55784816,37,60,148
79,89,0.57767326,41,67,156
80,89,0.60459447,36,68,166
81,89,0.63328636,31,69,170
82,89,0.65856296,32,70,171
83,89,0.677424,33,70,171
84,89,0.6889903,33,70,171
85,89,0.6963096,31,68,169
86,89,0.7053439,32,65,167
87,89,0.7198547,31,64,166
88,89,0.7374123,32,63,166
89,89,0.7529748,29,60,164
90,89,0.76469773,26,56,161
91,89,0.76921713,25,55,161
92,89,0.76095587,25,55,161
93,89,0.7441886,23,52,159
94,89,0.7261532,22,49,155
95,89,0.7077363,21,45,151
96,89,0.68741703,26,49,152
97,89,0.66660184,25,49,149
98,89,0.64600414,25,49,147
99,89,0.6251239,25,49,144
100,89,0.6037974,22,49,143
101,89,0.5820641,22,49,143
102,89,0.5593576,22,49,146
103,89,0.5343051,21,48,145
104,89,0.5034665,28,51,150
105,89,0.46522063,18,42,143
106,89,0.42820582,22,44,140
107,89,0.3990469,13,34,124
108,89,0.3768293,15,34,111
109,89,0.3491473,19,39,107
110,89,0.26148164,33,49,103
61,90,0.24029118,94,94,102
62,90,0.3258272,62,66,76
63,90,0.36848906,28,33,65
64,90,0.39149442,38,47,111
65,90,0.41090763,34,47,131
66,90,0.43065175,37,50,142
67,90,0.45109355,37,55,151
68,90,0.46947283,33,52,161
69,90,0.48592755,23,47,161
70,90,0.50229585,17,44,164
71,90,0.5185573,17,45,170
72,90,0.5325307,7,39,165
73,90,0.5383172,23,54,174
74,90,0.54165,17,49,164
75,90,0.5465569,0,26,137
76,90,0.55222297,0,33,134
77,90,0.56224555,33,64,154
78,90,0.5814835,50,79,162
79,90,0.6060187,38,69,154
80,90,0.6342991,33,72,165
81,90,0.6619138,31,73,172
82,90,0.6847354,31,73,172
83,90,0.701981,33,71,172
84,90,0.7144316,32,70,171
85,90,0.7239677,29,68,169
86,90,0.7338991,28,66,167
87,90,0.7462314,26,65,166
88,90,0.75969243,26,60,163
89,90,0.7719582,25,57,161
90,90,0.7804559,24,54,160
91,90,0.77965015,24,54,160
92,90,0.76724976,24,54,160
93,90,0.7491894,23,52,159
94,90,0.7305003,23,50,156
95,90,0.71175295,22,47,152
96,90,0.69175524,28,50,153
97,90,0.6710902,28,49,149
98,90,0.6503927,26,50,148
99,90,0.6293293,26,50,145
100,90,0.6078015,23,50,144
101,90,0.5860518,23,50,142
102,90,0.56356305,22,51,144
103,90,0.5386543,21,49,146
104,90,0.5082835,24,50,149
105,90,0.47064435,19,43,144
106,90,0.43205476,24,47,142
107,90,0.39928475,16,37,128
108,90,0.37520644,16,36,116
109,90,0.34794256,21,40,110
