x,y,z,r,g,b
90,19,0.13385428,136,120,110
91,19,0.13110033,132,116,102
89,20,0.14850806,119,109,102
90,20,0.20409316,140,118,107
91,20,0.20026283,121,97,86
92,20,0.15331358,139,123,116
89,21,0.18078801,146,129,123
90,21,0.23114942,133,103,95
91,21,0.23030098,123,93,88
92,21,0.20780946,147,122,116
93,21,0.1692782,141,122,118
94,21,0.12052652,114,101,97
89,22,0.18240298,156,134,131
90,22,0.23263483,123,90,85
91,22,0.23707247,140,107,103
92,22,0.22474356,140,108,108
93,22,0.20472525,135,105,103
94,22,0.16444567,136,109,109
89,23,0.17351791,163,138,133
90,23,0.22106478,109,73,70
91,23,0.23024209,153,115,113
92,23,0.22548993,140,100,106
93,23,0.21302599,123,88,91
94,23,0.19474511,118,85,87
95,23,0.14011748,115,102,99
89,24,0.16144764,159,130,125
90,24,0.20526338,135,96,94
91,24,0.21756412,135,93,93
92,24,0.22353466,113,71,76
93,24,0.22081858,112,71,76
94,24,0.21502347,101,67,69
95,24,0.17087746,127,108,105
89,25,0.15465394,161,132,127
90,25,0.19664572,125,86,82
91,25,0.2126345,124,79,80
92,25,0.22679205,105,63,66
93,25,0.22994426,100,63,64
94,25,0.22524463,100,64,65
95,25,0.17889743,138,118,115
89,26,0.15674117,162,132,124
90,26,0.20050354,113,73,68
91,26,0.22001155,110,67,66
92,26,0.23612604,98,57,54
93,26,0.23763525,91,52,50
94,26,0.22076134,111,76,73
95,26,0.15780339,139,125,120
89,27,0.16359687,161,131,121
90,27,0.21090999,109,71,63
91,27,0.23181775,101,63,54
92,27,0.24513409,96,55,50
93,27,0.24105704,91,55,49
94,27,0.20013489,138,107,99
89,28,0.17336795,161,131,118
90,28,0.22259596,111,76,65
91,28,0.24210592,99,60,50
92,28,0.2508302,90,55,43
93,28,0.24335128,101,69,55
94,28,0.19314274,161,136,123
89,29,0.19594836,155,128,113
90,29,0.23643325,113,78,67
91,29,0.25116768,95,63,44
92,29,0.25414267,87,54,40
93,29,0.24461243,118,88,70
94,29,0.19243963,166,147,135
88,30,0.16753815,134,122,111
89,30,0.23575506,142,117,98
90,30,0.25439212,109,76,60
91,30,0.26087064,92,58,38
92,30,0.25531912,90,56,38
93,30,0.23395489,139,114,93
94,30,0.16527797,141,130,118
88,31,0.20258325,150,135,122
89,31,0.26078913,136,106,88
90,31,0.2703723,106,73,53
91,31,0.27002013,89,57,36
92,31,0.25661397,94,64,42
93,31,0.21096148,150,129,108
88,32,0.20808505,156,136,124
89,32,0.26658243,132,98,81
90,32,0.27766573,105,69,52
91,32,0.27622563,93,60,44
92,32,0.2613814,97,73,52
93,32,0.20488831,156,141,125
88,33,0.20602067,166,141,130
89,33,0.26300442,127,90,74
90,33,0.27586338,109,73,56
91,33,0.27671146,93,60,44
92,33,0.2638135,108,86,66
93,33,0.20461388,140,133,118
88,34,0.20209497,169,142,133
89,34,0.2563287,117,80,68
90,34,0.26931027,113,78,67
91,34,0.27052847,91,59,44
92,34,0.250006,124,103,87
93,34,0.17569469,123,118,108
88,35,0.19973378,170,143,133
89,35,0.25207585,110,73,59
90,35,0.26456884,116,81,69
91,35,0.26412517,89,57,42
92,35,0.2213521,139,118,102
88,36,0.20009518,170,143,132
89,36,0.25280637,107,72,58
90,36,0.26536322,116,81,69
91,36,0.26501623,90,58,43
92,36,0.21232192,147,129,114
88,37,0.20168597,166,139,127
89,37,0.25633097,108,73,59
90,37,0.26897696,114,79,67
91,37,0.26849654,99,69,53
92,37,0.21357939,147,131,117
88,38,0.20349279,160,132,120
89,38,0.2600182,110,75,64
90,38,0.27054334,111,78,66
91,38,0.25750947,112,85,71
92,38,0.18513583,131,118,110
88,39,0.20568773,153,124,113
89,39,0.2638811,110,75,64
90,39,0.2708314,109,76,65
91,39,0.22912516,121,95,81
88,40,0.20918941,144,116,105
89,40,0.26852322,113,80,68
90,40,0.2733516,99,67,53
91,40,0.21774256,130,103,91
88,41,0.2163137,142,114,101
89,41,0.27442473,113,80,69
90,41,0.27627403,101,69,55
91,41,0.21783039,132,107,93
88,42,0.23872572,138,107,97
89,42,0.2828454,114,80,72
90,42,0.27906433,103,72,60
91,42,0.21840012,135,112,100
87,43,0.20053883,128,117,110
88,43,0.28120813,130,102,91
89,43,0.2952047,116,82,73
90,43,0.28268686,106,74,64
91,43,0.21899334,139,116,105
87,44,0.23982248,130,118,111
88,44,0.30698892,125,98,87
89,44,0.30708465,117,86,75
90,44,0.28743005,106,74,64
91,44,0.22027151,140,118,107
87,45,0.24825194,132,121,113
88,45,0.31622204,123,96,85
89,45,0.31539783,119,88,77
90,45,0.2927893,103,72,60
91,45,0.22298974,141,119,108
87,46,0.2521686,140,129,120
88,46,0.32078186,123,96,85
89,46,0.32086983,121,90,79
90,46,0.29846695,100,69,57
91,46,0.22718745,141,119,108
87,47,0.2531325,150,138,131
88,47,0.32134295,122,96,87
89,47,0.32289672,119,91,82
90,47,0.30267662,94,68,57
91,47,0.23113225,140,122,112
87,48,0.2497257,153,138,132
88,48,0.31663454,118,96,89
89,48,0.32011434,113,91,84
90,48,0.3029527,91,71,60
91,48,0.2324272,131,117,107
87,49,0.24425521,159,142,140
88,49,0.30873662,120,97,96
89,49,0.3141084,117,96,92
90,49,0.30052763,97,79,74
91,49,0.23229977,131,119,111
87,50,0.23903847,162,146,146
88,50,0.30149007,109,88,88
89,50,0.30930692,107,88,88
90,50,0.29979312,94,77,76
91,50,0.233109,124,114,110
87,51,0.23565552,161,143,144
88,51,0.29908192,105,86,89
89,51,0.31110328,103,87,87
90,51,0.3052426,91,77,77
91,51,0.23905794,117,108,105
87,52,0.23446529,157,144,147
88,52,0.3014894,108,95,100
89,52,0.31888622,103,93,94
90,52,0.31741393,94,88,85
91,52,0.26293892,108,107,101
87,53,0.23565093,151,146,144
88,53,0.30618072,92,87,86
89,53,0.32834658,90,89,84
90,53,0.33313832,86,90,81
91,53,0.30746225,93,99,91
92,53,0.21607007,110,116,109
87,54,0.2532645,133,142,134
88,54,0.31292436,73,85,72
89,54,0.33589974,80,94,80
90,54,0.34509,86,99,84
91,54,0.33637115,86,101,85
92,54,0.27608198,120,133,119
67,55,0.20968315,119,134,120
68,55,0.24549179,132,149,133
69,55,0.24934302,136,157,136
70,55,0.25125858,144,169,146
71,55,0.252666,151,176,153
72,55,0.25255546,152,177,155
73,55,0.25332192,151,176,152
74,55,0.25224435,151,176,152
75,55,0.24872383,152,174,151
76,55,0.24724042,149,168,147
77,55,0.24620621,140,161,138
78,55,0.24371108,133,150,128
79,55,0.2475294,121,139,117
80,55,0.25526488,130,144,128
81,55,0.2532559,122,135,119
82,55,0.21718174,111,121,109
85,55,0.21084723,112,123,111
86,55,0.2594492,143,159,144
87,55,0.29736486,115,138,118
88,55,0.32601202,81,106,84
89,55,0.34486118,94,122,96
90,55,0.3560735,102,131,102
91,55,0.35675436,89,119,88
92,55,0.3317661,150,176,149
93,55,0.2777625,136,153,132
94,55,0.21547663,111,128,110
98,55,0.2102272,114,129,109
99,55,0.24388503,112,128,107
100,55,0.24643786,113,130,107
101,55,0.24597724,107,123,101
102,55,0.24639839,92,110,86
103,55,0.2503645,73,92,65
104,55,0.25384986,77,96,67
105,55,0.25521344,132,149,119
106,55,0.25096893,149,161,134
107,55,0.24701639,137,150,121
108,55,0.24791841,154,161,136
109,55,0.24749605,167,175,148
110,55,0.21363984,140,149,123
64,56,0.20679514,125,142,122
65,56,0.24534276,151,175,149
66,56,0.2650912,130,160,129
67,56,0.3029193,151,183,151
68,56,0.31966624,133,169,135
69,56,0.3192513,128,167,131
70,56,0.32001135,147,188,151
71,56,0.32301173,158,201,163
72,56,0.325435,138,181,143
73,56,0.32843584,184,227,188
74,56,0.32667765,191,233,193
75,56,0.31855488,139,182,141
76,56,0.31659088,123,166,124
77,56,0.31824014,166,204,163
78,56,0.31565848,129,169,127
79,56,0.32377923,142,182,140
80,56,0.33555806,162,199,161
81,56,0.33390984,125,160,121
82,56,0.3163566,106,140,105
83,56,0.28580877,167,200,166
84,56,0.2805527,139,174,140
85,56,0.30654046,111,148,113
86,56,0.32216313,119,159,125
87,56,0.32973415,125,162,129
88,56,0.3450289,140,179,144
89,56,0.36242098,139,177,141
90,56,0.37610576,127,166,127
91,56,0.3797173,184,223,182
92,56,0.36846045,158,194,154
93,56,0.3481292,167,203,159
94,56,0.3165021,161,198,154
95,56,0.27556157,150,186,141
96,56,0.26304537,162,202,159
97,56,0.27954835,182,223,181
98,56,0.31130472,149,189,147
99,56,0.33003503,161,203,159
100,56,0.33387458,150,191,147
101,56,0.33490238,174,215,171
102,56,0.3362743,153,194,150
103,56,0.34149367,158,198,152
104,56,0.34751105,172,208,163
105,56,0.35004035,238,255,229
106,56,0.34091914,183,215,173
107,56,0.3324888,203,234,191
108,56,0.3307613,197,223,181
109,56,0.3334641,183,208,166
110,56,0.3202288,214,236,194
111,56,0.27916443,184,202,167
112,56,0.25385126,182,197,173
113,56,0.23621403,133,144,129
114,56,0.19487165,80,89,76
62,57,0.19965436,124,136,123
63,57,0.25535294,144,167,146
64,57,0.30004904,163,197,162
65,57,0.31984553,140,179,138
66,57,0.3228966,138,179,139
67,57,0.32815716,140,186,141
68,57,0.3294599,143,190,146
69,57,0.32560965,130,178,134
70,57,0.32412827,102,155,108
71,57,0.32913408,129,182,133
72,57,0.33588734,163,215,168
73,57,0.33793345,101,161,109
74,57,0.3368615,131,189,138
75,57,0.33035138,128,181,130
76,57,0.3288298,138,189,139
77,57,0.33131865,160,209,161
78,57,0.33045396,103,156,105
79,57,0.3393553,70,121,70
80,57,0.35064912,138,184,136
81,57,0.35250294,111,159,109
82,57,0.34826735,136,182,136
83,57,0.34155658,129,175,129
84,57,0.33604524,90,140,94
85,57,0.33585313,114,162,118
86,57,0.33879447,111,161,119
87,57,0.3456661,99,149,106
88,57,0.3595477,125,174,130
89,57,0.37924013,133,178,133
90,57,0.3965791,186,229,182
91,57,0.3953841,134,176,128
92,57,0.38415733,159,200,150
93,57,0.36539006,137,175,122
94,57,0.34744024,115,156,98
95,57,0.33718282,95,139,82
96,57,0.33733866,153,199,151
97,57,0.34374654,182,230,187
98,57,0.34703994,156,203,158
99,57,0.3540124,197,245,200
100,57,0.36021796,211,255,214
101,57,0.36060026,168,216,171
102,57,0.36316025,140,191,141
103,57,0.3700338,141,191,141
104,57,0.37404293,138,184,137
105,57,0.37324756,160,203,157
106,57,0.364121,187,228,180
107,57,0.35306758,149,190,141
108,57,0.35145146,161,200,153
109,57,0.35805243,208,242,198
110,57,0.35785192,228,255,215
111,57,0.34240183,160,191,146
112,57,0.32813016,135,168,128
113,57,0.31605986,155,184,148
114,57,0.29171854,186,213,177
115,57,0.2436437,151,175,141
116,57,0.18397637,81,95,72
61,58,0.21825396,143,159,143
62,58,0.28948298,147,172,149
63,58,0.31608805,118,152,120
64,58,0.32959116,108,151,109
65,58,0.3380429,134,180,134
66,58,0.33756265,109,159,113
67,58,0.33325878,118,169,121
68,58,0.3297446,87,146,94
69,58,0.32886538,93,153,101
70,58,0.3307434,58,124,70
71,58,0.33543485,97,161,107
72,58,0.34308073,101,166,111
73,58,0.34975675,86,151,95
74,58,0.35208783,155,217,163
75,58,0.3454093,121,184,130
76,58,0.34095106,105,168,112
77,58,0.34270233,113,176,120
78,58,0.34545985,111,174,118
79,58,0.35207668,117,177,122
80,58,0.3588976,111,168,114
81,58,0.36248103,148,202,149
82,58,0.3589921,144,202,150
83,58,0.35016432,120,178,125
84,58,0.3458006,110,170,118
85,58,0.3465107,101,161,110
86,58,0.35099098,99,159,108
87,58,0.35956454,58,121,68
88,58,0.37095597,81,138,84
89,58,0.38965547,105,157,105
90,58,0.40630734,182,229,177
91,58,0.4046754,121,164,110
92,58,0.39576864,179,218,163
93,58,0.37703976,140,177,121
94,58,0.36148438,140,176,117
95,58,0.3541076,121,161,103
96,58,0.35373223,129,178,129
97,58,0.35895666,209,255,217
98,58,0.35841635,198,253,203
99,58,0.35885525,141,200,150
100,58,0.3671049,175,232,182
101,58,0.3733701,161,218,169
102,58,0.38175955,124,183,131
103,58,0.39263183,156,215,161
104,58,0.3927539,149,206,154
105,58,0.3868864,144,198,147
106,58,0.37763292,141,194,141
107,58,0.36818805,116,166,115
108,58,0.36762863,99,147,96
109,58,0.3699488,174,218,170
110,58,0.36760613,161,203,154
111,58,0.35937282,127,170,120
112,58,0.35127923,159,203,156
113,58,0.34453523,181,224,178
114,58,0.33068293,191,232,186
115,58,0.30672574,181,219,171
116,58,0.26993513,141,175,122
117,58,0.20141049,109,131,90
60,59,0.22371203,161,180,160
61,59,0.29463354,147,177,150
62,59,0.3233319,119,155,125
63,59,0.33600065,114,156,119
64,59,0.34507403,96,142,100
65,59,0.35366216,120,171,125
66,59,0.3552754,51,106,56
67,59,0.34763858,82,141,92
68,59,0.34458297,100,160,109
69,59,0.34622622,54,122,67
70,59,0.34785482,60,129,73
71,59,0.3527807,66,134,78
72,59,0.3614056,97,166,110
73,59,0.3700487,115,182,128
74,59,0.3731691,112,179,124
75,59,0.36828852,67,138,79
76,59,0.36427456,71,142,82
77,59,0.36655328,68,137,77
78,59,0.36915147,75,142,85
79,59,0.37072834,108,174,117
80,59,0.37167808,87,151,94
81,59,0.3718783,79,143,87
82,59,0.36918133,144,207,152
83,59,0.36091822,84,149,93
84,59,0.35889933,128,191,137
85,59,0.36408502,137,200,146
86,59,0.36933643,49,117,58
87,59,0.37230545,116,177,124
88,59,0.38315257,105,161,109
89,59,0.40065986,98,152,96
90,59,0.40884706,122,168,113
91,59,0.40780392,152,191,137
92,59,0.4005911,109,143,88
93,59,0.3876541,98,131,72
94,59,0.37674773,187,213,157
95,59,0.36974576,176,208,154
96,59,0.36614627,105,155,105
97,59,0.36362627,117,176,128
98,59,0.36364603,171,228,178
99,59,0.36666128,95,158,106
100,59,0.37534705,96,159,107
101,59,0.38672802,159,221,170
102,59,0.39893493,123,187,135
103,59,0.41173473,191,253,200
104,59,0.40825742,134,194,140
105,59,0.4011415,142,203,151
106,59,0.3933755,106,162,109
107,59,0.38213083,131,184,132
108,59,0.38040832,177,228,177
109,59,0.38179636,215,255,215
110,59,0.38057086,175,223,172
111,59,0.37606364,139,189,138
112,59,0.37007478,150,200,151
113,59,0.3633481,218,255,219
114,59,0.34784573,198,246,197
115,59,0.32639486,163,208,158
116,59,0.30618042,157,198,142
117,59,0.2794053,194,228,173
118,59,0.2103635,161,184,135
58,60,0.20015061,115,123,111
59,60,0.25831658,146,167,144
60,60,0.3010139,134,163,137
61,60,0.32436264,120,160,127
62,60,0.3364809,121,163,131
63,60,0.34827304,122,167,131
64,60,0.35718316,105,153,114
65,60,0.36581853,96,147,107
66,60,0.37071073,77,130,85
67,60,0.36804715,94,151,106
68,60,0.36990353,153,211,164
69,60,0.3694756,42,110,58
70,60,0.3667624,72,138,86
71,60,0.37104833,86,152,100
72,60,0.38136366,122,190,138
73,60,0.3896232,111,179,129
74,60,0.3939044,44,119,60
75,60,0.39175028,74,146,90
76,60,0.38831428,88,159,103
77,60,0.391438,63,134,77
78,60,0.39359072,60,133,76
79,60,0.39183098,82,149,95
80,60,0.38952544,118,181,128
81,60,0.38705963,84,149,93
82,60,0.3856835,129,191,138
83,60,0.3800387,82,149,95
84,60,0.37733707,87,153,99
85,60,0.38409,74,140,86
86,60,0.3897233,40,109,52
87,60,0.3881723,113,173,119
88,60,0.40019673,144,198,147
89,60,0.41616753,213,255,210
90,60,0.41516134,135,173,123
91,60,0.40970796,169,200,148
92,60,0.400191,158,181,131
93,60,0.39010912,127,143,91
94,60,0.38123116,120,134,79
95,60,0.37742946,194,215,164
96,60,0.37647146,207,248,202
97,60,0.37101665,97,154,106
98,60,0.37079507,163,219,173
99,60,0.37629467,186,242,195
100,60,0.3831622,125,187,138
101,60,0.39626795,161,222,172
102,60,0.4068279,121,184,133
103,60,0.416599,167,229,177
104,60,0.41413733,98,162,108
105,60,0.4094514,138,199,146
106,60,0.40339127,186,243,191
107,60,0.39130303,121,177,125
108,60,0.3862483,151,208,155
109,60,0.38545722,142,197,143
110,60,0.3899977,191,241,191
111,60,0.3907015,178,231,180
112,60,0.38361058,131,181,137
113,60,0.3725442,158,209,163
114,60,0.35791066,157,204,161
115,60,0.34051287,173,218,173
116,60,0.3209611,144,188,140
117,60,0.30639434,155,191,141
118,60,0.2794621,173,202,153
119,60,0.20792751,155,175,134
57,61,0.2124868,101,109,97
58,61,0.2942259,142,160,139
59,61,0.32686317,131,160,132
60,61,0.33527276,100,138,105
61,61,0.338378,94,140,101
62,61,0.34378675,110,160,121
63,61,0.35372418,129,177,139
64,61,0.36372975,106,154,118
65,61,0.3753981,99,148,112
66,61,0.3849655,103,154,115
67,61,0.3872999,93,144,106
68,61,0.3887349,112,169,129
69,61,0.3889349,113,174,132
70,61,0.3867662,68,133,88
71,61,0.3884756,89,154,109
72,61,0.39334506,82,151,105
73,61,0.39821824,99,169,122
74,61,0.40360045,92,160,114
75,61,0.40753153,137,203,155
76,61,0.40588197,96,163,116
77,61,0.408583,84,152,103
78,61,0.41218305,105,172,124
79,61,0.4126128,85,151,101
80,61,0.4098236,84,148,97
81,61,0.40755394,95,159,109
82,61,0.40820202,89,153,102
83,61,0.4057129,124,189,138
84,61,0.4023506,73,140,90
85,61,0.40592945,44,112,60
86,61,0.40856183,154,215,166
87,61,0.40595114,125,180,134
88,61,0.41508898,127,175,129
89,61,0.4239687,118,161,113
90,61,0.4213665,99,132,85
91,61,0.41261846,144,168,120
92,61,0.4026655,152,166,119
93,61,0.39548573,187,191,147
94,61,0.38567013,156,157,111
95,61,0.38164464,140,149,103
96,61,0.38296992,139,177,132
97,61,0.38253167,147,197,152
98,61,0.3795911,123,175,130
99,61,0.3832669,133,188,140
100,61,0.3894831,114,173,124
101,61,0.40043095,147,208,159
102,61,0.40795675,129,190,138
103,61,0.41447464,148,209,158
104,61,0.41672668,135,195,143
105,61,0.41524926,60,127,70
106,61,0.40520427,128,187,134
107,61,0.39882496,69,132,75
108,61,0.39682984,42,105,48
109,61,0.39029837,88,146,91
110,61,0.39170957,140,194,140
111,61,0.3953601,130,182,132
112,61,0.39260465,149,200,155
113,61,0.38526073,119,171,125
114,61,0.37323022,143,192,148
115,61,0.3584972,201,246,201
116,61,0.33701134,152,194,147
117,61,0.32037774,136,170,125
118,61,0.30784696,178,208,164
119,61,0.27514824,162,188,144
120,61,0.20092337,132,147,112
56,62,0.19276541,86,88,78
57,62,0.2889971,120,132,115
58,62,0.33401498,121,142,118
59,62,0.35240352,115,147,118
60,62,0.35647297,103,144,111
61,62,0.35403275,90,140,100
62,62,0.35222176,91,146,106
63,62,0.3583509,106,160,120
64,62,0.3704316,106,153,120
65,62,0.386819,90,136,105
66,62,0.40076363,79,129,96
67,62,0.4065096,67,118,85
68,62,0.40873867,80,133,99
69,62,0.41216066,152,204,171
70,62,0.40996355,58,122,82
71,62,0.40869248,41,108,67
72,62,0.40733418,67,133,92
73,62,0.40799817,78,146,103
74,62,0.41156378,101,166,124
75,62,0.41613394,100,167,125
76,62,0.41828957,90,155,113
77,62,0.42432478,112,176,135
78,62,0.42984757,100,164,121
79,62,0.43457782,43,110,65
80,62,0.43264905,105,168,123
81,62,0.4305019,91,155,108
82,62,0.43148068,118,180,137
83,62,0.42849687,108,171,127
84,62,0.4227329,57,124,77
85,62,0.41982567,95,157,113
86,62,0.42072397,123,177,137
87,62,0.42205304,106,156,116
88,62,0.43211502,188,230,191
89,62,0.43697506,166,200,160
90,62,0.43106684,114,140,98
91,62,0.42261085,107,120,79
92,62,0.4152084,140,140,102
93,62,0.41118327,162,157,119
94,62,0.40648878,141,128,88
95,62,0.40654296,96,96,53
96,62,0.40927136,85,117,73
97,62,0.40897888,203,247,207
98,62,0.40167528,127,175,133
99,62,0.40222743,55,109,64
100,62,0.40342408,79,134,86
101,62,0.4077015,108,163,116
102,62,0.41399914,95,152,103
103,62,0.41913602,99,159,108
104,62,0.42399254,71,133,79
105,62,0.42481494,19,86,29
106,62,0.41151133,90,150,98
107,62,0.40353754,129,184,133
108,62,0.40063882,40,98,42
109,62,0.39518964,117,171,119
110,62,0.39958054,152,202,153
111,62,0.40275642,154,203,155
112,62,0.40224546,140,191,140
113,62,0.40034732,177,226,176
114,62,0.38925052,195,240,192
115,62,0.37568492,207,251,201
116,62,0.35854977,200,240,191
117,62,0.339305,189,223,176
118,62,0.32324636,186,215,172
119,62,0.30088758,103,133,88
120,62,0.26592708,133,150,113
121,62,0.19595459,105,116,92
56,63,0.24919608,110,123,108
57,63,0.32220113,125,150,127
58,63,0.35117978,111,144,115
59,63,0.36622018,92,135,99
60,63,0.37186757,101,147,110
61,63,0.36938748,117,167,129
62,63,0.36469644,99,151,112
63,63,0.36830688,63,116,75
64,63,0.38025346,63,114,80
65,63,0.3985707,51,101,69
66,63,0.41375732,121,169,139
67,63,0.41999963,92,142,111
68,63,0.425304,111,163,132
69,63,0.43007898,37,98,63
70,63,0.42893553,43,108,70
71,63,0.42724207,52,118,77
72,63,0.42625377,54,121,80
73,63,0.42714065,28,100,57
74,63,0.42817304,45,116,72
75,63,0.43003362,24,97,52
76,63,0.43279427,98,164,123
77,63,0.44090188,122,189,143
78,63,0.4456672,73,142,96
79,63,0.45005232,68,138,91
80,63,0.4501861,97,161,117
81,63,0.4482528,96,161,116
82,63,0.4467195,65,132,85
83,63,0.44163606,33,103,55
84,63,0.43421143,51,118,68
85,63,0.43074876,101,162,117
86,63,0.43298286,70,132,82
87,63,0.43380877,85,139,93
88,63,0.43929696,106,152,110
89,63,0.44651097,170,206,168
90,63,0.44432664,117,141,103
91,63,0.43952635,131,141,107
92,63,0.4374128,152,151,118
93,63,0.43729773,121,109,74
94,63,0.437058,142,122,88
95,63,0.43901664,124,118,78
96,63,0.43995395,76,106,59
97,63,0.4337287,97,143,99
98,63,0.42682627,91,139,93
99,63,0.42366844,74,128,77
100,63,0.41976887,81,138,86
101,63,0.42229366,60,122,67
102,63,0.43087745,47,109,52
103,63,0.43592313,44,109,51
104,63,0.4354031,92,153,98
105,63,0.43291554,122,181,129
106,63,0.42289564,137,196,142
107,63,0.40995014,151,208,156
108,63,0.40089938,99,154,101
109,63,0.40325123,147,197,148
110,63,0.41420227,203,252,203
111,63,0.41464096,157,206,157
112,63,0.41450018,151,197,148
113,63,0.41489804,186,230,179
114,63,0.4010864,153,198,143
115,63,0.38762176,170,215,161
116,63,0.37680337,220,255,210
117,63,0.3557101,137,177,123
118,63,0.33622304,105,143,90
119,63,0.31831297,125,159,111
120,63,0.30136588,121,151,106
121,63,0.26963818,147,172,133
122,63,0.18437037,98,109,87
55,64,0.21339384,96,116,108
56,64,0.29402557,89,125,103
57,64,0.33362392,86,132,100
58,64,0.3551649,94,143,110
59,64,0.36929557,81,135,94
60,64,0.37667483,100,152,113
61,64,0.3771147,88,140,99
62,64,0.37547866,93,140,101
63,64,0.37871563,84,134,96
64,64,0.38835067,76,133,96
65,64,0.4058523,95,152,116
66,64,0.42335525,113,169,136
67,64,0.4327292,82,143,106
68,64,0.4392339,79,141,102
69,64,0.44494683,73,138,95
70,64,0.44783917,82,148,106
71,64,0.44748464,68,137,93
72,64,0.4472062,84,153,108
73,64,0.44802052,87,159,113
74,64,0.4472675,28,107,56
75,64,0.44539428,49,129,74
76,64,0.4470465,65,142,89
77,64,0.45510378,103,179,130
78,64,0.45978063,72,150,98
79,64,0.46341175,60,140,87
80,64,0.46296802,88,162,115
81,64,0.4590634,82,156,106
82,64,0.45382473,65,137,82
83,64,0.4464024,77,149,93
84,64,0.4403211,89,158,101
85,64,0.44067132,82,150,92
86,64,0.44479468,88,155,98
87,64,0.44531536,84,149,95
88,64,0.44690183,82,141,94
89,64,0.4540693,102,151,112
90,64,0.46173412,75,114,76
91,64,0.46316138,90,115,78
92,64,0.46268618,106,111,76
93,64,0.46312252,122,115,81
94,64,0.46623778,127,105,70
95,64,0.46951786,141,134,95
96,64,0.46860513,89,118,70
97,64,0.45981634,94,141,91
98,64,0.4517436,76,125,73
99,64,0.44351336,117,170,115
100,64,0.4345735,80,138,79
101,64,0.4337905,84,142,81
102,64,0.44224313,115,177,117
103,64,0.44993022,56,123,58
104,64,0.44995987,105,168,107
105,64,0.4439457,80,144,86
106,64,0.43310684,57,121,60
107,64,0.4173437,88,146,91
108,64,0.40952617,86,139,87
109,64,0.41459286,93,143,93
110,64,0.42403942,144,191,144
111,64,0.42728698,122,167,119
112,64,0.42911273,107,146,97
113,64,0.42998427,55,97,43
114,64,0.41785106,78,122,66
115,64,0.4026791,119,164,110
116,64,0.39042205,84,138,75
117,64,0.37221807,85,140,76
118,64,0.35173306,138,191,130
119,64,0.33755326,161,213,150
120,64,0.3258584,169,213,153
121,64,0.3059435,168,204,147
122,64,0.24134491,135,157,108
54,65,0.19225508,78,92,91
55,65,0.28592944,128,161,150
56,65,0.3230066,118,166,143
57,65,0.33918366,95,152,118
58,65,0.3530252,89,150,110
59,65,0.36555636,90,152,109
60,65,0.37523663,75,133,90
61,65,0.38117328,90,141,100
62,65,0.38674882,98,141,108
63,65,0.39355147,78,125,89
64,65,0.4031735,92,149,113
65,65,0.4194524,115,177,139
66,65,0.43533888,38,106,65
67,65,0.45005313,36,105,64
68,65,0.46017727,81,147,105
69,65,0.46934447,58,129,85
70,65,0.47752416,32,107,58
71,65,0.47587508,92,161,116
72,65,0.47304612,76,149,101
73,65,0.47113156,89,161,114
74,65,0.46664107,81,158,106
75,65,0.46233994,89,167,112
76,65,0.462199,72,151,95
77,65,0.46879792,63,143,88
78,65,0.47350433,71,153,94
79,65,0.4756033,100,179,125
80,65,0.4733443,65,146,93
81,65,0.4679112,74,152,100
82,65,0.4625749,70,147,90
83,65,0.45812947,129,200,141
84,65,0.4550662,121,191,132
85,65,0.45663875,88,160,98
86,65,0.4613236,115,186,128
87,65,0.46319586,67,138,79
88,65,0.46649575,117,181,134
89,65,0.47221738,100,159,116
90,65,0.48143294,74,121,82
91,65,0.4857823,87,120,85
92,65,0.48607397,85,99,65
93,65,0.4836611,117,116,81
94,65,0.48639986,141,124,89
95,65,0.49208984,148,141,101
96,65,0.4914617,112,140,93
97,65,0.48243222,110,156,103
98,65,0.47090617,97,146,89
99,65,0.45891365,78,133,72
100,65,0.44800848,91,148,85
101,65,0.44495204,105,162,100
102,65,0.45093486,75,141,74
103,65,0.45989656,94,161,94
104,65,0.4640443,58,128,59
105,65,0.45685893,79,144,79
106,65,0.44313672,108,168,111
107,65,0.42931837,110,169,112
108,65,0.42662784,59,114,60
109,65,0.43321174,42,96,42
110,65,0.44265956,92,139,91
111,65,0.4520477,42,89,36
112,65,0.4484058,81,119,70
113,65,0.43941256,100,138,87
114,65,0.43071166,90,134,77
115,65,0.41783231,51,102,40
116,65,0.4001571,121,177,114
117,65,0.3828324,157,215,151
118,65,0.36272538,123,184,116
119,65,0.34620354,120,178,111
120,65,0.33534694,132,183,116
121,65,0.32225135,136,179,111
122,65,0.29008228,151,181,118
123,65,0.2096974,117,130,87
54,66,0.22909144,99,118,116
55,66,0.3076547,130,166,151
56,66,0.3299795,121,170,144
57,66,0.3398473,85,141,108
58,66,0.3509003,69,134,91
59,66,0.36353356,81,146,100
60,66,0.3753,47,109,64
61,66,0.38479927,85,139,96
62,66,0.39614445,90,140,102
63,66,0.40723956,59,112,74
64,66,0.41798186,59,123,84
65,66,0.43296817,0,73,31
66,66,0.44649526,80,144,106
67,66,0.46488005,100,167,128
68,66,0.48056453,122,188,146
69,66,0.49217543,72,140,97
70,66,0.50243133,140,208,163
71,66,0.50049704,89,158,113
72,66,0.49657992,81,154,107
73,66,0.49201274,76,149,101
74,66,0.4847802,74,148,97
75,66,0.47994587,57,137,82
76,66,0.48001978,70,147,92
77,66,0.48461193,92,170,115
